BK;WE;Objekt-Nr;BK/WE/ON;Objekt-Bezeichnung;Gebäudeart;Land;PLZ;Ort;Straße;Bahnhof;Region/Standort;Elektrotechniker
8300;1250411;96627;8300/1250411/96627;P+R PF Lustenau (Us);Park & Ride;AT;6890;Lustenau;;Lustenau;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1255112;96628;8300/1255112/96628;P+R PF Scharnitz (Snz);Park & Ride;AT;6108;Scharnitz;;Scharnitz;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1255211;96629;8300/1255211/96629;P+R PF Reutte in Tirol (Rt);Park & Ride;AT;6600;Reutte;Bahnhofstraße 21;Reutte in Tirol;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1255211;96630;8300/1255211/96630;P+R PF Heiterwang-Plansee (Bch H2H);Park & Ride;AT;6611;Heiterwang;;Heiterwang-Plansee;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1255211;96631;8300/1255211/96631;P+R PF Bichlbach-Berwang (Gf) (Bch);Park & Ride;AT;6621;Bichlbach;;Bichlbach-Berwang;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1255211;96632;8300/1255211/96632;P+R PF Lähn (Ler H1);Park & Ride;AT;6621;Lähn;;Lähn;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1255211;96633;8300/1255211/96633;P+R PF Lermoos (Gf) (Ler);Park & Ride;AT;6631;Lermoos;;Lermoos;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1255211;96634;8300/1255211/96634;P+R PF Ehrwald-Zugspitzbahn (Eh);Park & Ride;AT;6632;Ehrwald;;Ehrwald-Zugspitzbahn;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260111;96635;8300/1260111/96635;P+R PF Maishofen-Saalbach (Awanst) (Z   K1);Park & Ride;AT;5751;Maishofen;;Maishofen-Saalbach;IMM Salzburg (Salzburg);Hess Rudolf
8300;1260111;96636;8300/1260111/96636;P+R PF Gerling im Pinzgau (Z   H1);Park & Ride;AT;5760;Gerling/Pinzgau;;Gerling im Pinzgau;IMM Salzburg (Salzburg);
8300;1260112;96637;8300/1260112/96637;P+R PF Leogang (Saa H2);Park & Ride;AT;5771;Leogang;;Leogang;IMM Salzburg (Salzburg);
8300;1260113;96638;8300/1260113/96638;P+R PF Hochfilzen (Hch);Park & Ride;AT;6395;Hochfilzen;;Hochfilzen;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260113;96639;8300/1260113/96639;P+R PF Pfaffenschwendt (Hch H1);Park & Ride;AT;6391;Pfaffenschwendt;;Pfaffenschwendt;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260113;96640;8300/1260113/96640;P+R PF Fieberbrunn (Hch H2);Park & Ride;AT;6391;Fieberbrunn;;Fieberbrunn;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260114;96641;8300/1260114/96641;P+R PF Oberndorf in Tirol (Jti H1);Park & Ride;AT;6372;Oberndorf;;Oberndorf in Tirol;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260115;96642;8300/1260115/96642;P+R PF Kirchberg in Tirol (Kit);Park & Ride;AT;6365;Kirchberg/Tirol;;Kirchberg in Tirol;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260115;96643;8300/1260115/96643;P+R PF Brixen im Thale (Kit H1);Park & Ride;AT;6364;Brixen im Thale;;Brixen im Thale;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260115;96644;8300/1260115/96644;P+R PF Westendorf (Kit K1);Park & Ride;AT;6363;Westendorf;;Westendorf;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260115;96645;8300/1260115/96645;P+R PF Hopfgarten (Hp);Park & Ride;AT;6361;Hopfgarten;;Hopfgarten;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260121;96646;8300/1260121/96646;P+R PF Wörgl Kundl (in W) (Kn);Park & Ride;AT;6250;Kundl;;Wörgl Kundl;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260121;96647;8300/1260121/96647;P+R PF Rattenberg-Kramsach (Rdf H1);Park & Ride;AT;6240;Rattenberg;;Rattenberg-Kramsach;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260121;96648;8300/1260121/96648;P+R PF Brixlegg (Bri);Park & Ride;AT;6230;Brixlegg;;Brixlegg;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260121;96649;8300/1260121/96649;P+R PF Münster-Wiesing (Bri H1);Park & Ride;AT;6232;Münster Wiesing;;Münster-Wiesing;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260122;96650;8300/1260122/96650;P+R PF Stans (Sns H1);Park & Ride;AT;6130;Stans;;Stans;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260122;96651;8300/1260122/96651;P+R PF Schwaz (Sw);Park & Ride;AT;6130;Schwaz;;Schwaz;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260122;96652;8300/1260122/96652;P+R PF Pill-Vomperbach (Sw  H1H);Park & Ride;AT;6130;Vomperbach;;Pill-Vomperbach;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260122;96653;8300/1260122/96653;P+R PF Terfens-Weer (Sw  H2);Park & Ride;AT;6130;Terfens Weer;;Terfens-Weer;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260122;96654;8300/1260122/96654;P+R PF Fritzens-Wattens (Fw);Park & Ride;AT;6122;Fritzens Wattens;;Fritzens-Wattens;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260122;96655;8300/1260122/96655;P+R PF Volders-Baumkirchen (Fw  H1);Park & Ride;AT;6111;Volders;;Volders-Baumkirchen;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260122;96656;8300/1260122/96656;P+R PF Hall in Tirol (H);Park & Ride;AT;6060;Hall/Tirol;;Hall in Tirol;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260122;96657;8300/1260122/96657;P+R PF Rum (H   H2);Park & Ride;AT;6063;Rum;;Rum;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260131;96658;8300/1260131/96658;P+R PF Völs (Vl);Park & Ride;AT;6176;Völs;;Völs;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260131;96659;8300/1260131/96659;P+R PF Kematen in Tirol (Vl  H1);Park & Ride;AT;6175;Kematen/Tirol;;Kematen in Tirol;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260132;96660;8300/1260132/96660;P+R PF Oberhofen im Inntal (Zl  H3);Park & Ride;AT;6406;Oberhofen;;Oberhofen im Inntal;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260132;96661;8300/1260132/96661;P+R PF Inzing (Zl  H1);Park & Ride;AT;6401;Inzing;;Inzing;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260132;96662;8300/1260132/96662;P+R PF Hatting (Zl  H2);Park & Ride;AT;6401;Hatting;;Hatting;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260132;96663;8300/1260132/96663;P+R PF Flaurling (Awanst) (Zl  K1);Park & Ride;AT;6403;Flaurling;;Flaurling;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260133;96664;8300/1260133/96664;P+R PF Ötztal (Oz);Park & Ride;AT;6430;Ötztal;;Ötztal;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260133;96665;8300/1260133/96665;P+R PF Roppen (Rop);Park & Ride;AT;6426;Roppen;;Roppen;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260133;96666;8300/1260133/96666;P+R PF Imst-Pitztal (Im);Park & Ride;AT;6460;Imst Pitztal;;Imst-Pitztal;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260133;96667;8300/1260133/96667;P+R PF Imsterberg (Im  H1);Park & Ride;AT;6491;Imsterberg;;Imsterberg;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260133;96668;8300/1260133/96668;P+R PF Schönwies (Ss);Park & Ride;AT;6491;Schönwies;;Schönwies;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260133;96669;8300/1260133/96669;P+R PF Rietz (Ts  H1);Park & Ride;AT;6421;Rietz;;Rietz;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260133;96670;8300/1260133/96670;P+R PF Stams (Sts);Park & Ride;AT;6422;Stams;;Stams;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260133;96671;8300/1260133/96671;P+R PF Mötz (Sts H1);Park & Ride;AT;6423;Mötz;;Mötz;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260133;96672;8300/1260133/96672;P+R PF Silz (Siz);Park & Ride;AT;6424;Silz;;Silz;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260133;96673;8300/1260133/96673;P+R PF Haiming (Siz H1);Park & Ride;AT;6425;Haiming;;Haiming;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260171;96674;8300/1260171/96674;P+R PF Lochau-Hörbranz (Lc);Park & Ride;AT;6911;Lochau Hörbranz;;Lochau-Hörbranz;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260172;96675;8300/1260172/96675;P+R PF Schwarzach in Vorarlberg (Do  H2);Park & Ride;AT;6858;Schwarzach/Vorarlberg;;Schwarzach in Vorarlberg;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260173;96676;8300/1260173/96676;P+R PF Altach (Got H1);Park & Ride;AT;6844;Altach;;Altach;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260173;96677;8300/1260173/96677;P+R PF Götzis (Got);Park & Ride;AT;6840;Götzis;;Götzis;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260173;96678;8300/1260173/96678;P+R PF Klaus in Vorarlberg (Awanst) (Rk  K1);Park & Ride;AT;6833;Klaus;;Klaus in Vorarlberg;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260173;96679;8300/1260173/96679;P+R PF Sulz-Röthis (Rk  H1);Park & Ride;AT;6832;Sulz Röthis;;Sulz-Röthis;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260173;96680;8300/1260173/96680;P+R PF Rankweil (Rk);Park & Ride;AT;6830;Rankweil;;Rankweil;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260174;96681;8300/1260174/96681;P+R PF Frastanz (Fa);Park & Ride;AT;6820;Frastanz;;Frastanz;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260174;96682;8300/1260174/96682;P+R PF Schlins-Beschling (Lt  H2);Park & Ride;AT;6824;Schlins;;Schlins-Beschling;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260174;96683;8300/1260174/96683;P+R PF Nenzing (Awanst) (Lt  K1);Park & Ride;AT;6710;Nenzing;;Nenzing;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260174;96684;8300/1260174/96684;P+R PF Ludesch (Lt);Park & Ride;AT;6713;Ludesch;;Ludesch;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260174;96685;8300/1260174/96685;P+R PF Nüziders (B   H1);Park & Ride;AT;6714;Nüziders;;Nüziders;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260211;96686;8300/1260211/96686;P+R PF Schaftenau (K   H1);Park & Ride;AT;6322;Schaftenau;;Schaftenau;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260211;96687;8300/1260211/96687;P+R PF Langkampfen (K   H2);Park & Ride;AT;6336;Langkampfen;;Langkampfen;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260221;96688;8300/1260221/96688;P+R PF Matrei (Mei);Park & Ride;AT;6143;Matrei/Brenner;;Matrei;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1260221;96689;8300/1260221/96689;P+R PF Steinach in Tirol (Sti);Park & Ride;AT;6150;Steinach/Tirol;;Steinach in Tirol;IMM Tirol/Vorarlberg (Innsbruck);Ruef Michael
8300;1270541;96690;8300/1270541/96690;P+R PF Flughafen Graz Feldkirchen (Pu  H1);Park & Ride;AT;8073;Graz;;Flughafen Graz Feldkirchen;IMM Steiermark (Graz);Klug Manuel
8300;1270541;96691;8300/1270541/96691;P+R PF Kalsdorf (Kal);Park & Ride;AT;8401;Kalsdorf;;Kalsdorf;IMM Steiermark (Graz);Klug Manuel
8300;1270541;96692;8300/1270541/96692;P+R PF Werndorf (Wr);Park & Ride;AT;8402;Werndorf;;Werndorf;IMM Steiermark (Graz);Klug Manuel
8300;1270541;96693;8300/1270541/96693;P+R PF Wildon (Wi);Park & Ride;AT;8410;Wildon;;Wildon;IMM Steiermark (Graz);Klug Manuel
8300;1270541;96694;8300/1270541/96694;P+R PF Lebring (Wi  H1);Park & Ride;AT;8403;Lebring;;Lebring;IMM Steiermark (Graz);Klug Manuel
8300;1270541;96695;8300/1270541/96695;P+R PF Kaindorf a.d.Sulm (Wi  H2);Park & Ride;AT;8432;Kaindorf an der Sulm;;Kaindorf a.d.Sulm;IMM Steiermark (Graz);Klug Manuel
8300;1270541;96696;8300/1270541/96696;P+R PF Feldkirchen-Seiersberg (Pu  H1A);Park & Ride;AT;8055;Graz - Seiersberg;;Feldkirchen-Seiersberg;IMM Steiermark (Graz);Klug Manuel
8300;1270542;96697;8300/1270542/96697;P+R PF Ehrenhausen (Rzn H1);Park & Ride;AT;8461;Ehrenhausen;;Ehrenhausen;IMM Steiermark (Graz);Klug Manuel
8300;1270542;96698;8300/1270542/96698;P+R PF Spielfeld-Straß (Sd);Park & Ride;AT;8471;Spielfeld/Straß;;Spielfeld-Straß;IMM Steiermark (Graz);Klug Manuel
8300;1270611;96699;8300/1270611/96699;P+R PF Dorfgastein (Dg);Park & Ride;AT;5630;Dorfgastein;;Dorfgastein;IMM Salzburg (Salzburg);Hess Rudolf
8300;1270611;96700;8300/1270611/96700;P+R PF Bad Hofgastein (Hg);Park & Ride;AT;5630;Bad Hofgastein;;Bad Hofgastein;IMM Salzburg (Salzburg);Hess Rudolf
8300;1270681;96701;8300/1270681/96701;P+R PF Finkenstein (Vo  H2);Park & Ride;AT;9584;Finkenstein;;Finkenstein;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270681;96702;8300/1270681/96702;P+R PF Faak am See (Fas);Park & Ride;AT;9583;Faak am See;;Faak am See;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270711;96703;8300/1270711/96703;P+R PF Thal (Tl);Park & Ride;AT;9911;Thal/Assling;;Thal;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270711;96704;8300/1270711/96704;P+R PF Mittewald a.d.Drau (Abf K1);Park & Ride;AT;9912;Mittewald;;Mittewald a.d.Drau;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270711;96705;8300/1270711/96705;P+R PF Abfaltersbach (Abf);Park & Ride;AT;9913;Abfaltersbach;;Abfaltersbach;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270711;96706;8300/1270711/96706;P+R PF Tassenbach (Sil H1);Park & Ride;AT;9913;Abfaltersbach;;Tassenbach;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270711;96707;8300/1270711/96707;P+R PF Sillian (Sil);Park & Ride;AT;9920;Sillian;;Sillian;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270721;96708;8300/1270721/96708;P+R PF Markt Sachsenburg (Kel H1);Park & Ride;AT;9813;Sachsenburg;;Markt Sachsenburg;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270721;96709;8300/1270721/96709;P+R PF Kleblach-Lind (Kel);Park & Ride;AT;9753;Kleblach Lind;;Kleblach-Lind;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270721;96710;8300/1270721/96710;P+R PF Steinfeld im Drautal (Std);Park & Ride;AT;9754;Steinfeld/Drautal;;Steinfeld im Drautal;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270721;96711;8300/1270721/96711;P+R PF Greifenburg-Weißensee (Gre);Park & Ride;AT;9761;Greifenburg;;Greifenburg-Weißensee;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270721;96712;8300/1270721/96712;P+R PF Dellach im Drautal (De);Park & Ride;AT;9772;Dellach/Drau;;Dellach im Drautal;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270721;96713;8300/1270721/96713;P+R PF Irschen (Od  H1);Park & Ride;AT;9781;Irschen;;Irschen;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270721;96714;8300/1270721/96714;P+R PF Oberdrauburg (Od);Park & Ride;AT;9781;Oberdrauburg;;Oberdrauburg;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270722;96715;8300/1270722/96715;P+R PF Nikolsdorf (Doe H1);Park & Ride;AT;9782;Nikolsdorf;;Nikolsdorf;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270722;96716;8300/1270722/96716;P+R PF Dölsach (Doe);Park & Ride;AT;9991;Dölsach;;Dölsach;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1270911;96717;8300/1270911/96717;P+R PF Maria Rain (Kt  H3A);Park & Ride;AT;9161;Maria Rain;;Maria Rain;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1271011;96718;8300/1271011/96718;P+R PF Granitztal (Spa H2);Park & Ride;AT;9113;Granitztal;;Granitztal;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1271011;96719;8300/1271011/96719;P+R PF Eis-Ruden (Es);Park & Ride;AT;9113;Eis/Ruden;;Eis-Ruden;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1271011;96720;8300/1271011/96720;P+R PF Aich im Jauntal (Es  H1);Park & Ride;AT;9113;Granitztal;;Aich im Jauntal;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1271021;96721;8300/1271021/96721;P+R PF Mittlern (Ble H2);Park & Ride;AT;9125;Mittlern;;Mittlern;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1271021;96722;8300/1271021/96722;P+R PF Völkermarkt-Kühnsdorf (Vok);Park & Ride;AT;9125;Völkermarkt;;Völkermarkt-Kühnsdorf;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1271021;96723;8300/1271021/96723;P+R PF Tainach-Stein (Tas);Park & Ride;AT;9121;Tainach/Stein;;Tainach-Stein;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1271021;96724;8300/1271021/96724;P+R PF Grafenstein (Gra);Park & Ride;AT;9131;Grafenstein;;Grafenstein;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1271411;96725;8300/1271411/96725;P+R PF Lödersdorf (Fb  H1);Park & Ride;AT;8334;Lödersdorf;;Lödersdorf;IMM Steiermark (Graz);Klug Manuel
8300;1271411;96726;8300/1271411/96726;P+R PF Feldbach (Fb);Park & Ride;AT;8330;Feldbach;;Feldbach;IMM Steiermark (Graz);Klug Manuel
8300;1271411;96727;8300/1271411/96727;P+R PF Gniebing (Stu H2);Park & Ride;AT;8330;Gniebing;;Gniebing;IMM Steiermark (Graz);Klug Manuel
8300;1271411;96728;8300/1271411/96728;P+R PF Rohr (Stu H1);Park & Ride;AT;8330;Rohr;;Rohr;IMM Steiermark (Graz);Klug Manuel
8300;1271411;96729;8300/1271411/96729;P+R PF Studenzen-Fladnitz (Stu);Park & Ride;AT;8322;Studenzen;;Studenzen-Fladnitz;IMM Steiermark (Graz);Klug Manuel
8300;1271411;96730;8300/1271411/96730;P+R PF Takern-St.Margarethen (Tak);Park & Ride;AT;8321;St. Margarethen;;Takern-St.Margarethen;IMM Steiermark (Graz);Klug Manuel
8300;1271412;96731;8300/1271412/96731;P+R PF Laßnitzthal (Laz);Park & Ride;AT;8302;Laßnitzthal;;Laßnitzthal;IMM Steiermark (Graz);Klug Manuel
8300;1271412;96732;8300/1271412/96732;P+R PF Lassnitzhöhe (Lah);Park & Ride;AT;8301;Lassnitzhöhe;;Laßnitzhöhe;IMM Steiermark (Graz);Klug Manuel
8300;1271412;96733;8300/1271412/96733;P+R PF Hart bei Graz (Mes H2);Park & Ride;AT;8053;Graz;;Hart bei Graz;IMM Steiermark (Graz);Klug Manuel
8300;1271421;96734;8300/1271421/96734;P+R PF Mogersdorf (Mog);Park & Ride;AT;8382;Mogersdorf;;Mogersdorf;IMM Steiermark (Graz);Klug Manuel
8300;1271421;96735;8300/1271421/96735;P+R PF Jennersdorf (Jd);Park & Ride;AT;8380;Jennersdorf;;Jennersdorf;IMM Steiermark (Graz);Klug Manuel
8300;1271422;96736;8300/1271422/96736;P+R PF Hohenbrugg a.d.Raab (Feg H1);Park & Ride;AT;8350;Hohenbrugg;;Hohenbrugg a.d.Raab;IMM Steiermark (Graz);Klug Manuel
8300;1272111;96737;8300/1272111/96737;P+R PF Liebenfels Haltestelle (Vs  H2);Park & Ride;AT;9556;Liebenfels;;Liebenfels Haltestelle;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1272111;96738;8300/1272111/96738;P+R PF Glanegg (Gla);Park & Ride;AT;9555;Glanegg;;Glanegg;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1272111;96739;8300/1272111/96739;P+R PF Mautbrücken (Gla H1);Park & Ride;AT;9555;Mautbrücken;;Mautbrücken;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1272111;96740;8300/1272111/96740;P+R PF St.Martin-Sittich (Sms);Park & Ride;AT;9560;St. Martin/Sittich;;St.Martin-Sittich;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1272111;96741;8300/1272111/96741;P+R PF Feldkirchen in Kärnten (Fel);Park & Ride;AT;9560;Feldkirchen/Kärnten;;Feldkirchen in Kärnten;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1272111;96742;8300/1272111/96742;P+R PF Steindorf am Ossiachersee (Sos);Park & Ride;AT;9552;Steindorf;;Steindorf am Ossiachersee;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1272111;96743;8300/1272111/96743;P+R PF Ossiach-Bodensdorf (Oi);Park & Ride;AT;9551;Ossiach/Bodensdorf;;Ossiach-Bodensdorf;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1272111;96744;8300/1272111/96744;P+R PF Sattendorf (Saf);Park & Ride;AT;9520;Sattendorf;;Sattendorf;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1272111;96745;8300/1272111/96745;P+R PF Villach St.Ruprecht (Ru);Park & Ride;AT;9500;St. Ruprecht/Villach;;Villach St.Ruprecht;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1275111;96746;8300/1275111/96746;P+R PF Nötsch (Noe);Park & Ride;AT;9611;Nötsch;;Nötsch;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1275111;96747;8300/1275111/96747;P+R PF Emmersdorf (Noe H1);Park & Ride;AT;9611;Emmersdorf;;Emmersdorf;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1275111;96748;8300/1275111/96748;P+R PF St.Stefan-Vorderberg (Ssv);Park & Ride;AT;9614;St. Stefan/Vordernberg;;St.Stefan-Vorderberg;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1275111;96749;8300/1275111/96749;P+R PF Görtschach-Förolach (Gtf);Park & Ride;AT;9615;Görtschach;;Görtschach-Förolach;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1275111;96750;8300/1275111/96750;P+R PF Pressegger See (Gtf H1);Park & Ride;AT;9620;Presseggersee;;Pressegger See;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1275111;96751;8300/1275111/96751;P+R PF Vellach-Khünburg (Gtf H2);Park & Ride;AT;9620;Hermagor;;Vellach-Khünburg;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1275111;96752;8300/1275111/96752;P+R PF Hermagor (Her);Park & Ride;AT;9620;Hermagor;;Hermagor;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1275712;96753;8300/1275712/96753;P+R PF Bad St.Leonhard (Bal);Park & Ride;AT;9462;Bad St. Leonhard;;Bad St.Leonhard;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1275712;96754;8300/1275712/96754;P+R PF Wiesenau (Bal H1);Park & Ride;AT;9461;Wiesenau;;Wiesenau;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1275712;96755;8300/1275712/96755;P+R PF Twimberg (Awanst) (Bal K1);Park & Ride;AT;9441;Twimberg;;Twimberg;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1275712;96756;8300/1275712/96756;P+R PF Frantschach-St.Gertraud (Fra);Park & Ride;AT;9413;Frantschach;;Frantschach-St.Gertraud;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1275721;96757;8300/1275721/96757;P+R PF Wolfsberg Reding (Wog H1);Park & Ride;AT;9431;Priel;;Wolfsberg Reding;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1275721;96758;8300/1275721/96758;P+R PF St.Stefan im Lavanttal (Ssl);Park & Ride;AT;9431;St. Stefan i. Lavantal;;St.Stefan im Lavanttal;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1275721;96759;8300/1275721/96759;P+R PF St.Andrä im Lavanttal (An);Park & Ride;AT;9433;St. Andrä;;St.Andrä im Lavanttal;IMM Kärnten/Osttirol  (Villach);Stimnicker Thomas
8300;1276211;96760;8300/1276211/96760;P+R PF Weitersfeld a.d.Mur (Wem);Park & Ride;AT;8473;Weitersfeld;;Weitersfeld a.d.Mur;IMM Steiermark (Graz);Klug Manuel
8300;1276211;96761;8300/1276211/96761;P+R PF Mureck (Mug);Park & Ride;AT;8480;Mureck;;Mureck;IMM Steiermark (Graz);Klug Manuel
8300;1276211;96762;8300/1276211/96762;P+R PF Gosdorf (Gof);Park & Ride;AT;8482;Gosdorf;;Gosdorf;IMM Steiermark (Graz);Klug Manuel
8300;1276211;96763;8300/1276211/96763;P+R PF Purkla (Gof H3);Park & Ride;AT;8484;Halbenrain;;Purkla;IMM Steiermark (Graz);Klug Manuel
8300;1276211;96764;8300/1276211/96764;P+R PF Halbenrain (Hal);Park & Ride;AT;8492;Halbenrain;;Halbenrain;IMM Steiermark (Graz);Klug Manuel
8300;1276211;96765;8300/1276211/96765;P+R PF Bad Radkersburg (Ra);Park & Ride;AT;8490;Radkersburg;;Bad Radkersburg;IMM Steiermark (Graz);Klug Manuel
8300;1276711;96766;8300/1276711/96766;P+R PF Hatzendorf (Sou H2);Park & Ride;AT;8361;Hatzendorf;;Hatzendorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Klug Manuel
8300;1276711;96767;8300/1276711/96767;P+R PF Söchau (Sou);Park & Ride;AT;8362;Söchau;;Söchau;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Klug Manuel
